key,metrics.diff_pct,metrics.match_avg_pct,metrics.match_curve_error_max,metrics.match_curve_error_pct,metrics.match_curve_pct,metrics.match_curve_r2,metrics.match_curve_rmse_pct,metrics.match_end_pct,metrics.match_half_curve_pct,metrics.match_half_rmse_pct,metrics.match_hubble_curve_pct,metrics.match_hubble_curve_r2,metrics.match_hubble_end_pct,metrics.match_hubble_half_curve_pct,metrics.match_hubble_half_rmse_pct,metrics.match_hubble_rmse_pct,metrics.match_max_pct,results.a_final,results.radius_max_Gpc,results.size_final_Gpc
200p_5.8-2.2Gyr_200000M_1centerM_100S_250steps_123seeds,34.42948808830039,79.46957204249499,96.38061262352525,98.92909436399745,98.92909436399745,99.07801552720825,98.03124647197434,96.38061262352525,98.00671112624049,97.64260790309328,93.99343478174583,86.04606218704804,84.92485333230115,89.70162841955053,89.56485260430611,93.45892444648356,98.27439341382036,1.9618610608099376,9.521221521285428,13.975188830411158
200p_5.8-2.2Gyr_200000M_1centerM_99S_250steps_123seeds,34.231313982223924,79.5407697876623,96.39506005673182,98.93273964634724,98.93273964634724,99.0845958244469,98.03828464989618,96.39506005673182,98.01348687980602,97.651041658706,94.01880991218552,86.17256110692567,85.02050730650153,89.74775518995769,89.61360828249404,93.48864089038877,98.09385608315193,1.9621551433631095,9.53811929143241,13.97728370822611
200p_5.8-2.2Gyr_200000M_1centerM_96S_250steps_123seeds,33.51423191974931,79.79596485891001,96.4468915908917,98.94563695040094,98.94563695040094,99.10783588295754,98.06334651466574,96.4468915908917,98.03751367437303,97.68107871380097,94.11009687278123,86.62428174904053,85.37003857885658,89.91432213200795,89.78984464916684,93.59588193320248,97.47384443969007,1.9632101923591925,9.596150581697321,13.984799280679292
200p_5.8-2.2Gyr_200000M_1centerM_95S_250steps_123seeds,33.22608036419932,79.89764006878329,96.46755611813263,98.95070988736329,98.9507098873633,99.1169516761189,98.07326591174073,96.46755611813263,98.04698492249501,97.69296948999433,94.14658621944066,86.803235476685,85.51182577307688,89.98114061465955,89.86059529728242,93.63886653624748,97.23719336964766,1.9636308260346849,9.618300434981451,13.987795637129228
200p_5.8-2.2Gyr_200000M_1centerM_92S_250steps_123seeds,32.1693673406366,80.26742973421622,96.5427406158857,98.96886540436273,98.96886540436273,99.14946280104256,98.1090667342362,96.5427406158857,98.0810175027622,97.73589419347645,94.27970851371333,87.44744778531161,86.03730540762723,90.22584511936296,90.11980240235911,93.79607138155701,96.41748858186402,1.9651612327679813,9.695022423952187,13.998697389303423
200p_5.8-2.2Gyr_200000M_1centerM_91S_250steps_123seeds,31.73924472146065,80.41691076907495,96.57313230701442,98.9760922147889,98.9760922147889,99.16233160729315,98.12342636581893,96.57313230701442,98.09461048939208,97.75311462165816,94.33365500236171,87.70438805856266,86.25340015941845,90.3253648115483,90.22521761952464,93.85989429256944,96.10187197410988,1.9657798662646424,9.724563222371295,14.003104184517088
200p_5.8-2.2Gyr_200000M_1centerM_89S_250steps_123seeds,30.73086901342792,80.76582258276473,96.64403895041022,98.99276091836316,98.99276091836317,99.19178879703459,98.15671716499237,96.64403895041022,98.12601910351789,97.79304422963602,94.45975634073287,88.29511188323401,86.7643928479146,90.5586496908972,90.47218950652326,94.00920570787731,95.39444507079816,1.9672231957771276,9.790776327238275,14.013385647809478
200p_5.8-2.2Gyr_200000M_1centerM_88S_250steps_123seeds,30.13949360695537,80.96976995019418,96.68545365541392,99.0023877297405,99.00238772974049,99.20864448452383,98.17603977850972,96.68545365541392,98.14419083062222,97.81622384339518,94.53353912782973,88.63408263039251,87.0667101168516,90.69551513909815,90.61694139009467,94.09658898701389,94.9975311945926,1.9680662065744243,9.827926314021825,14.019390780035016
200p_5.8-2.2Gyr_200000M_1centerM_86S_250steps_123seeds,28.74217786436577,81.45074669744308,96.78299468992712,99.02479423986411,99.0247942398641,99.24738365910774,98.22124404273627,96.78299468992712,98.18656434517243,97.87046063876278,94.70761363562511,89.41347248132786,87.78814859286095,91.0193144204555,90.95875626833165,94.30258913652501,94.1020980535357,1.970051688428436,9.911736257059918,14.033534230039429
200p_5.8-2.2Gyr_200000M_1centerM_85S_250steps_123seeds,27.916592902852315,81.73483902068112,96.84050680606651,99.03785365707132,99.03785365707131,99.26962128517033,98.24771961323192,96.84050680606651,98.2113062127017,97.90223186092042,94.8104107018141,89.85990727651914,88.2188557147515,91.21103413841914,91.16059148516419,94.42401319853393,93.5963065253466,1.9712223676564191,9.959076876055372,14.041873486879641
200p_5.8-2.2Gyr_200000M_1centerM_84S_250steps_123seeds,26.99092045132454,82.05371543641876,96.90495902345506,99.05237335726005,99.05237335726005,99.29403188738635,98.27725067508119,96.90495902345506,98.2388488723546,97.93767398307536,94.92572382201328,90.34815813577553,88.70557064322067,91.4264772874416,91.38679168384292,94.55991265310111,93.04614189187143,1.9725343150713144,10.010570688914147,14.05121905840098
200p_5.8-2.2Gyr_200000M_1centerM_83S_250steps_123seeds,25.951504006663185,82.41259641300364,96.97735840055039,99.06855357194208,99.06855357194208,99.32082821714162,98.31026203093793,96.97735840055039,98.26957973935936,97.97729794371193,95.05537036105179,90.88096964608438,89.25679934467931,91.66912381569628,91.64064452770634,94.71219897601918,92.44663725755751,1.9740080297000542,10.066682582643718,14.061716968079802
200p_5.8-2.2Gyr_200000M_1centerM_82S_250steps_123seeds,24.78282145489466,82.817632023889,97.05888143416179,99.0866267651573,99.08662676515729,99.35023342421826,98.34724595213821,97.05888143416179,98.303948965606,98.02169596494554,95.20147104591918,91.46058915752799,89.88251666583494,91.9430383542127,91.92585139305818,94.88300811508209,91.7921299281717,1.9756674595464494,10.127942568988532,14.073537807953455
200p_5.8-2.2Gyr_200000M_1centerM_81S_250steps_123seeds,23.467321039845487,83.27609505442328,97.15090650029885,99.10686356696309,99.10686356696309,99.38247578886211,98.38877370607194,97.15090650029885,98.3424810364493,98.07155549271981,95.36650700306562,92.08837489218722,90.59445075174068,92.25298064173224,92.24652590835282,95.07468939107311,91.07614199034106,1.9775406619359999,10.194956961838367,14.086881442543328
200p_5.8-2.2Gyr_200000M_1centerM_80S_250steps_123seeds,21.985312615978202,83.79662017719511,97.25505330616845,99.12957993862356,99.12957993862356,99.41778001619159,98.4355088897019,97.25505330616845,98.38578878238454,98.12767535082432,95.55338873934126,92.7642210969929,91.40642875124186,92.60453915226996,92.60713620392767,95.28975585958148,90.29123625873272,1.9796606065750888,10.268421860154193,14.101982729394422
200p_5.8-2.2Gyr_200000M_1centerM_79S_250steps_123seeds,20.314973625074074,84.38950134188065,97.37323106083458,99.15514585609439,99.1551458560944,99.4563534667079,98.48822256985233,97.37323106083458,98.43459036897909,98.19098413535463,95.76553983518605,93.48572112161965,92.33479845361278,93.00429331977911,93.01232924371075,95.53075721810526,89.42884156994458,1.9820661560815964,10.349139499952937,14.119118503821012
200p_5.8-2.2Gyr_200000M_1centerM_78S_250steps_123seeds,18.432570778273657,85.06706259521782,97.50769754167386,99.18399587308613,99.18399587308612,99.49836496005345,98.54780987791419,97.50769754167386,98.48972997562237,98.26256047072476,96.0069988274584,94.24695475954532,93.39894438050928,93.46001113912192,93.46650815199784,95.79999634287968,88.47903967316257,1.9848032683032544,10.4380382007234,14.138616143542707
200p_5.8-2.2Gyr_200000M_1centerM_77S_250steps_123seeds,16.31306785710504,85.84412073564161,97.66113184986537,99.21664202153688,99.21664202153687,99.5439127105742,98.61530689260475,97.66113184986537,98.55220306401482,98.3436538049437,96.28254366876102,95.03673595810635,94.62192188364024,93.98089070055917,93.97288038159125,96.0989235267257,87.43030365832189,1.9879264772810707,10.536196847791174,14.160864118230476
200p_5.8-2.2Gyr_200000M_1centerM_76S_250steps_123seeds,13.931406913479634,86.73856019431453,97.8367244628231,99.25368963294885,99.25368963294883,99.59297636549131,98.69190477654462,97.8367244628231,98.62318738514566,98.43570224467075,96.59784432365038,95.83608356741382,96.03123935473872,94.57785651070964,94.53132863188434,96.42684565404174,86.26917474635553,1.9915007262980722,10.644875143813278,14.186325047109346
200p_5.8-2.2Gyr_200000M_1centerM_75S_250steps_123seeds,11.26494887119496,87.7720371874371,98.03828927801084,99.2958568286755,99.29585682867547,99.6453457651335,98.77895373123593,98.03828927801084,98.70408119848209,98.54033877755776,96.95965058569172,96.61456981790168,97.65982727140418,95.26392443548917,95.13354352972726,96.77813228615037,84.97986001418789,1.9956036485703221,10.765551260551153,14.215551945311567
200p_5.8-2.2Gyr_200000M_1centerM_74S_250steps_123seeds,8.297902306971409,88.97080883408613,98.27040380538376,99.34399864467808,99.3439986446781,99.70051553891453,98.8779384186097,98.27040380538376,98.7965506065584,98.65936439459034,97.37602419103435,97.32504144057592,99.54724422993088,96.05465300240608,95.75159620597806,97.13609041413878,83.54372775504302,2.0003284209130756,10.899969071681118,14.249208551780642
200p_5.8-2.2Gyr_200000M_1centerM_73S_250steps_123seeds,8.299885975435402,90.3468231256554,98.51701694662125,99.39913704589895,99.39913704589897,99.75752938432647,98.99037730720444,98.5385856555825,98.90258848058345,98.79463214545338,97.71024252795875,97.89597029781443,98.25881457146798,96.67593514376732,96.31168462028677,97.46004099509837,81.93866895797956,2.0057873562196606,11.050197916456623,14.288094920059459
200p_5.8-2.2Gyr_200000M_1centerM_72S_250steps_123seeds,9.703529863492307,91.89988714553263,98.74499100410692,99.46249847484427,99.46249847484427,99.81474989843575,99.11751207191644,98.84951620904162,99.02458822291867,98.94768357552508,97.86304671936135,98.22033304963482,95.70062016537398,96.92847528585376,96.64740993405498,97.6640145056504,80.13828172769401,2.0121164563243705,11.21870893564745,14.333179850311032
200p_5.8-2.2Gyr_200000M_1centerM_71S_250steps_123seeds,11.876813119527114,93.66185112587515,98.95434960118376,99.5355447248739,99.53554472487389,99.86951763323323,99.2593629073574,99.21132616684285,99.16543665955292,99.11863105873995,97.85692707822763,98.13937846789592,92.70800914424528,96.85633696731894,96.49551930092524,97.61147497833974,78.11081865094924,2.0194812244898954,11.408473594986788,14.38564229419221
200p_5.8-2.2Gyr_200000M_1centerM_70S_250steps_123seeds,15.093496010190037,95.65118801353366,99.13855794907523,99.61993648228248,99.61993648228248,99.91764420062344,99.41159461412907,99.6339630775554,99.32863179641552,99.30240455899049,97.67613848454049,97.41881457932574,89.19532463573047,96.42829363129259,95.67786104391902,97.18673673281603,75.81781245660116,2.028084146544632,11.623092319403751,14.446924646245531
