key.0_p,key.1_Gyr,key.2_M,key.3_centerM,key.4_S,key.5_steps,key.6_42,key.7_seeds,metrics.diff_pct,metrics.match_avg_pct,metrics.match_curve_error_max,metrics.match_curve_error_pct,metrics.match_curve_pct,metrics.match_curve_r2,metrics.match_curve_rmse_pct,metrics.match_end_pct,metrics.match_half_curve_pct,metrics.match_half_rmse_pct,metrics.match_hubble_curve_pct,metrics.match_hubble_curve_r2,metrics.match_hubble_end_pct,metrics.match_hubble_half_curve_pct,metrics.match_hubble_half_rmse_pct,metrics.match_hubble_rmse_pct,metrics.match_max_pct,results.a_final,results.radius_max_Gpc,results.size_final_Gpc
2000,5.8-13.8,1500,5,24,300,42,123,40.89715393426447,93.57108918584706,92.71356678978555,96.20752241780383,96.20752241780384,92.66440466149173,94.48166225484155,93.17019550987361,93.87311173171298,93.57108918584706,88.32150443250595,49.03735286193115,81.38304264912679,86.53683791685044,84.94415221899995,87.59687361817755,54.9730881313136,1.896511898226449,13.574098015133398,13.50967834893167
2000,5.8-13.8,1500,5,23,300,42,123,29.316486671097437,94.93906857053516,94.12623530453418,96.81246540167909,96.81246540167906,95.34984730782786,95.60636271101524,96.77884166584629,95.031284974763,94.93906857053516,86.11970466154293,17.63882731486186,42.62414248327395,82.01418727570713,77.98048980553273,84.23236926364766,28.171197041768508,1.9699671521715374,16.082677229519664,14.032932041547708
2000,5.8-13.8,1500,5,22,300,42,123,97.31359116992743,83.23990096676482,43.25102480089743,95.86529529064498,95.86529529064498,51.89374325538905,85.86839866684453,48.25102480089743,93.17200358903185,83.23990096676482,-51.6215731868936,-65860.42556255928,-2630.918729285569,-185.29247038566538,-620.740002628281,-346.217813988447,-3766.6358009590795,3.1906801834326624,371.2655979416285,22.728601403869867
2000,5.8-13.8,1000,5,23,300,42,123,46.96454563448762,92.74943394597479,91.25038163213752,95.87242944828483,95.87242944828483,90.74535436075966,93.80172998060536,91.25038163213752,93.23154124316893,92.74943394597479,86.8945090382438,37.78320540857305,98.92824356792744,83.91937790131884,82.42582038708326,86.29563250698703,68.73722169613085,1.8574334156539731,12.285815063405199,13.231305336659936
2000,5.8-13.8,1000,5,22,300,42,123,39.47093095340979,93.74974758586069,92.95527725940157,96.28174701094373,96.28174701094373,93.05116383796599,94.62910538802967,93.62932380238641,94.01534713368082,93.74974758586069,88.1709922902651,48.35128982710491,75.94407786174668,86.21574281237318,84.72401433329146,87.51366680042483,50.455706376970824,1.9058576151136764,13.996911835789977,13.576251951346027
2000,5.8-13.8,1000,5,21,300,42,123,24.66556862285134,95.36172155705053,94.43494884490161,97.02920031635158,97.02920031635159,96.05069355153866,95.95096983892425,98.23781362743692,95.44679117552802,95.36172155705053,84.32566549859582,-20.620822556618922,22.460447044362454,78.45808307975794,71.90152913758946,80.91833255611931,11.034471132218144,1.9996650364487276,17.686625035878066,14.24448297597835
2000,5.8-13.8,1000,5,20,300,42,123,100.0,0.0,-1221.5727894015301,20.922449768365823,20.922449768365816,-34382.08086255241,-278.3444151734548,-1216.5727894015301,-52.17367810057282,-349.99766235064743,-482.9282909470668,-662013.1200044516,-1936.252171857974,-1022.382242214632,-2183.811354497267,-1313.7456336915943,-44823.0120798938,28.936611054006594,4214.02325288683,206.12805446322184
2000,5.8-13.8,900,5,21,300,42,123,32.578399661039285,94.57100603927276,93.80892628445207,96.63982991304952,96.63982991304952,94.68965412986131,95.30482267897989,95.80207210392699,94.70109800964778,94.57100603927276,86.84541578405508,30.640865598828515,51.429969276291004,83.49867418619557,80.52740355275131,85.53038379153415,32.51001032392294,1.9500846662985838,15.676576899570879,13.891300455069409
2000,5.8-13.8,900,5,20,300,42,123,100.0,65.27364589395516,-19.33082805110307,93.56687437223275,93.56687437223272,-105.62359704097636,70.78357518132563,-14.330828051103069,88.72325421360941,65.27364589395516,-143.27196625643026,-166278.6336645723,-3827.0193093383104,-362.7865318011053,-1044.7805680132485,-608.6861682623837,-6321.322291419672,4.464555674380817,610.3768385563898,31.802970067409937
2000,5.8-13.8,800,5,21,300,42,123,38.91192220974388,93.81727455317274,93.02801094850963,96.30985879603305,96.30985879603307,93.19447563574951,94.68477820964137,93.81548191689178,94.06927767180561,93.81727455317274,88.07967121977674,47.48909212780463,73.44037132070342,86.02877183982419,84.48937657042255,87.40987786148226,48.116605435382255,1.9096469286079627,14.215844894760183,13.603244877949306
2000,5.8-13.8,800,5,20,300,42,123,91.1494346680222,87.22026593775664,57.27316846418695,96.44166358894726,96.44166358894728,71.95480102035887,89.2100394338118,62.27316846418695,94.20149919948673,87.22026593775664,-24.095664660791037,-44551.82713558892,-2187.5036146895186,-132.61364401418868,-492.98101073963176,-267.13416157042474,-3213.5332517357924,2.9052545475784264,319.4968046960343,20.695390572692887
2000,5.8-13.8,800,5,19,300,42,123,100.0,0.0,-600.5455985683634,54.88958835824596,54.88958835824596,-9857.807496634425,-103.31642176029283,-595.5455985683634,13.62667894356263,-141.82004805472198,-318.61131086478684,-263225.31153761985,-1899.0551634776643,-704.1720037184492,-1340.2389959235911,-791.5618631806703,-13317.452782299582,16.29538549800318,1265.1943464672916,116.07911179241266
2000,5.8-13.8,700,5,21,300,42,123,44.01922307067303,93.14718728724083,92.06595926311898,96.03238636482286,96.03238636482286,91.70292557828354,94.13114894905618,92.18727139274779,93.537960528089,93.14718728724083,87.92320956955943,45.367954838406945,90.88807109969746,85.84465389289866,84.12200113343376,87.15811107615235,60.60749795431112,1.876504134230877,13.046733609387458,13.367154351948427
2000,5.8-13.8,700,5,20,300,42,123,32.71573133565019,94.54516815788743,93.77460111403306,96.6278447053477,96.6278447053477,94.6414496070404,95.28356064798125,95.77878733471223,94.6783711601708,94.54516815788743,86.75155842800794,29.28126103364358,50.25336066733789,83.32590213507055,80.26392601661061,85.38925255695077,30.33693145286672,1.9496106966817812,15.879970774612781,13.88792416353327
2000,5.8-13.8,700,5,19,300,42,123,100.0,0.0,-1269.20483253406,26.039303554662297,26.039303554662308,-34391.90116196264,-278.39828650092124,-1264.20483253406,-42.23201364757062,-350.0616481281927,-496.71104293870695,-754672.6609870065,-2137.514166575583,-1048.701574026838,-2338.38512119106,-1409.4309833066973,-49332.04978979174,29.906177942251503,4636.056095201682,213.03470071743865
